pl_name,hostname,pl_masse,pl_rade,pl_orbper,pl_eqt,st_teff,discoverymethod,disc_year
Kepler-48 c,Kepler-48,14.61,2.71,9.67395,,5194.0,Transit,2012.0
Kepler-948 b,Kepler-948,,1.85,7.76846622,,5679.0,Transit,2016.0
Kepler-363 d,Kepler-363,,2.05,11.932125,,5593.0,Transit,2014.0
Kepler-1530 d,Kepler-1530,,3.27870115,9.20761013,,5678.0,Transit,2021.0
Kepler-738 b,Kepler-738,,2.5,24.58721573,,5327.0,Transit,2016.0
Kepler-82 b,Kepler-82,12.15,4.07,26.44,,,Transit,2012.0
HD 23127 b,HD 23127,,,1211.17,,5843.0,Radial Velocity,2006.0
Kepler-1267 b,Kepler-1267,,3.01,13.0313945,,6096.0,Transit,2016.0
Kepler-583 b,Kepler-583,,2.28,6.5100253,,5523.0,Transit,2016.0
Kepler-803 b,Kepler-803,,3.79,50.28638192,,5919.0,Transit,2016.0
BD+49 828 b,BD+49 828,,,2590.0,,4943.0,Radial Velocity,2015.0
Kepler-265 d,Kepler-265,,2.49,43.130617,,5835.0,Transit,2014.0
HD 20781 e,HD 20781,,,85.5073,,5256.0,Radial Velocity,2019.0
Kepler-1459 b,Kepler-1459,,1.36,62.8691611,,4828.0,Transit,2016.0
SR 12 AB c,SR 12 AB,4131.62,,,,,Imaging,2010.0
Kepler-1887 b,Kepler-1887,,2.92454357,19.94750023,,5749.0,Transit,2021.0
Kepler-1518 c,Kepler-1518,,2.9,9.6310258,1094.0,6432.0,Transit,2023.0
Kepler-301 b,Kepler-301,,1.35,2.508553,,5815.0,Transit,2014.0
HD 79498 b,HD 79498,,,1807.0,,5748.0,Radial Velocity,2011.0
Kepler-859 b,Kepler-859,,3.09,20.38177573,,5020.0,Transit,2016.0
Kepler-338 e,Kepler-338,8.5,1.56,9.341,,,Transit Timing Variations,2014.0
Kepler-196 b,Kepler-196,,1.9,20.739886,,5128.0,Transit,2014.0
Kepler-1562 b,Kepler-1562,,3.55,64.2737752,,5760.0,Transit,2016.0
K2-4 b,K2-4,,2.1,10.003417,,4014.73,Transit,2015.0
Kepler-674 b,Kepler-674,,1.69,2.243381847,,4192.0,Transit,2016.0
HD 147873 c,HD 147873,,,491.54,,5972.0,Radial Velocity,2016.0
K2-214 b,K2-214,,2.51,8.59656,1001.0,5875.0,Transit,2018.0
Kepler-191 d,Kepler-191,,2.28,5.945041017,,5215.0,Transit,2016.0
Kepler-361 b,Kepler-361,,1.45,8.486616,,6169.0,Transit,2014.0
K2-158 c,K2-158,,1.28,5.90279,948.0,5503.0,Transit,2018.0
Kepler-955 b,Kepler-955,,3.13,14.53244172,,5350.0,Transit,2016.0
K2-393 b,K2-393,,2.352,10.413181,,5678.0,Transit,2022.0
AB Pic b,AB Pic,4290.5,,,,,Imaging,2005.0
GJ 849 b,GJ 849,,,1925.31,,3467.0,Radial Velocity,2006.0
Kepler-1147 b,Kepler-1147,,2.61,10.62784997,,5941.0,Transit,2016.0
Kepler-1398 c,Kepler-1398,,1.03,4.13827595,,6126.0,Transit,2016.0
KIC 9663113 b,KIC 9663113,,4.6,572.3847,,6065.0,Transit,2015.0
Kepler-224 c,Kepler-224,,3.12,5.925003,,5018.0,Transit,2014.0
K2-196 b,K2-196,,3.59970536,48.324222,,6045.0,Transit,2018.0
Kepler-279 e,Kepler-279,56.0,,98.3531,,,Transit,2025.0
Kepler-1171 b,Kepler-1171,,2.56,1.44259224,,7044.0,Transit,2016.0
K2-175 b,K2-175,,2.03803688,9.525988,,5909.0,Transit,2018.0
Kepler-640 b,Kepler-640,,2.56,22.24813967,,5653.0,Transit,2016.0
BD+20 2457 b,BD+20 2457,,,379.63,,4137.0,Radial Velocity,2009.0
Kepler-235 c,Kepler-235,,1.28,7.824904,,4255.0,Transit,2014.0
Kepler-1297 b,Kepler-1297,,0.97,1.68189002,,5818.0,Transit,2016.0
YZ Cet c,YZ Cet,,,3.05989,410.3,3151.0,Radial Velocity,2017.0
Kepler-1148 b,Kepler-1148,,1.69,1.104463509,,5054.0,Transit,2016.0
Kepler-1515 b,Kepler-1515,,9.55,214.3114164,,6511.0,Transit,2016.0
HD 187085 b,HD 187085,,,1019.74,,6117.0,Radial Velocity,2006.0
Kepler-235 e,Kepler-235,,2.22,46.183669,,4255.0,Transit,2014.0
Kepler-1041 b,Kepler-1041,,2.94,24.7576421,,5957.0,Transit,2016.0
Kepler-1311 b,Kepler-1311,,1.24,11.1726994,,5748.0,Transit,2016.0
Kepler-169 d,Kepler-169,,1.25,8.348125,,4997.0,Transit,2014.0
KOI-351 h,KOI-351,203.0,,331.60296,,,Transit,2013.0
Kepler-1465 b,Kepler-1465,,1.77,31.8277111,,4726.0,Transit,2016.0
Kepler-1454 b,Kepler-1454,,1.88,47.0319479,,5448.0,Transit,2016.0
OGLE-TR-111 b,OGLE-TR-111,,11.421971,4.0144463,,,Transit,2004.0
HD 51608 b,HD 51608,,,14.0726,,5358.0,Radial Velocity,2019.0
Kepler-1110 b,Kepler-1110,,2.66,9.69312032,,4781.0,Transit,2016.0
Kepler-461 b,Kepler-461,,2.58,8.313783059,,5634.0,Transit,2016.0
HD 111232 b,HD 111232,2531.50326176,,1169.13202,,,Radial Velocity,2003.0
Kepler-1058 b,Kepler-1058,,2.72,110.96546,,4644.0,Transit,2016.0
OGLE-TR-211 b,OGLE-TR-211,327.351,15.244,3.67724,,6325.0,Transit,2007.0
Pr0211 b,Pr0211,,,2.1461,,5300.0,Radial Velocity,2012.0
Kapteyn c,Kapteyn,,,121.54,,3550.0,Radial Velocity,2014.0
Kepler-563 b,Kepler-563,,3.09,22.18432708,,5066.0,Transit,2016.0
K2-74 b,K2-74,,2.31,19.5666,,6060.0,Transit,2016.0
Kepler-671 b,Kepler-671,,2.69,4.280958588,,5624.0,Transit,2016.0
Kepler-1099 b,Kepler-1099,,2.83,2.168452593,,5837.0,Transit,2016.0
K2-16 b,K2-16,,2.02,7.6188,658.0,4742.0,Transit,2015.0
HD 142022 A b,HD 142022 A,,,1928.0,,5421.0,Radial Velocity,2005.0
Kepler-259 b,Kepler-259,,2.8,8.115317,,5938.0,Transit,2014.0
GJ 180 c,GJ 180,,,24.329,,3371.0,Radial Velocity,2014.0
HD 222076 b,HD 222076,,,871.0,,4806.0,Radial Velocity,2016.0
Kepler-384 b,Kepler-384,,1.12,22.597053,,5577.0,Transit,2014.0
Kepler-1238 b,Kepler-1238,,1.93,4.14787559,,6386.0,Transit,2016.0
Kepler-644 b,Kepler-644,,3.15,3.173917103,,6747.0,Transit,2016.0
Kepler-1710 b,Kepler-1710,,3.19744103,14.91110039,,5650.0,Transit,2021.0
Kepler-1111 b,Kepler-1111,,2.0,8.79617863,,6077.0,Transit,2016.0
Kepler-719 b,Kepler-719,,8.52,5.007317779,,5777.0,Transit,2016.0
GJ 1002 c,GJ 1002,,,21.202,181.7,3024.0,Radial Velocity,2022.0
Kepler-839 b,Kepler-839,,2.57,37.8144514,,6058.0,Transit,2016.0
K2-376 b,K2-376,,1.736,5.776475,,5937.0,Transit,2022.0
Kepler-1555 b,Kepler-1555,,1.61,8.10501635,,5866.0,Transit,2016.0
Kepler-1418 b,Kepler-1418,,1.66,22.4764425,,4770.0,Transit,2016.0
Kepler-745 b,Kepler-745,,2.16,9.93143556,,5849.0,Transit,2016.0
CoRoT-36 b,CoRoT-36,216.12331676,15.80466279,5.616531,1567.0,6730.0,Transit,2022.0
Kepler-555 b,Kepler-555,,2.83,16.21775407,,5894.0,Transit,2016.0
Kepler-867 b,Kepler-867,,4.64,150.242127,,5541.0,Transit,2016.0
Kepler-1370 b,Kepler-1370,,1.84,20.2641684,,6202.0,Transit,2016.0
Kepler-1199 b,Kepler-1199,,1.15,15.0447198,,5889.0,Transit,2016.0
Kepler-55 f,Kepler-55,,1.59,10.198545,,4503.0,Transit,2014.0
Kepler-619 d,Kepler-619,,4.17,11.67894236,830.0,6122.0,Transit,2023.0
K2-375 b,K2-375,,2.243,14.453895,,5822.0,Transit,2022.0
Kepler-1069 b,Kepler-1069,,1.6,23.8990296,,5722.0,Transit,2016.0
Kepler-543 b,Kepler-543,,2.5,13.89961966,,4671.0,Transit,2016.0
Kepler-23 d,Kepler-23,4.44,2.206,15.27,,5828.0,Transit,2014.0
Kepler-215 e,Kepler-215,,1.75,68.16101,,5739.0,Transit,2014.0
K2-373 b,K2-373,,2.061,11.02066,,6138.0,Transit,2022.0
HD 5583 b,HD 5583,,,139.35,,4830.0,Radial Velocity,2016.0
HD 47366 b,HD 47366,,,360.08,,4866.0,Radial Velocity,2016.0
LkCa 15 b,LkCa 15,,,,,4194.0,Imaging,2015.0
Kepler-1425 b,Kepler-1425,,0.94,14.4541302,,5718.0,Transit,2016.0
Kepler-1067 b,Kepler-1067,,0.8,0.762129261,,5592.0,Transit,2016.0
HD 80883 b,HD 80883,1748.0562385,,6383.78352,,,Radial Velocity,2022.0
K2-225 b,K2-225,,3.60929179,15.8723,923.0,5520.0,Transit,2018.0
Kepler-249 d,Kepler-249,,1.57,15.368459,,3568.0,Transit,2014.0
Kepler-1731 b,Kepler-1731,,2.93295657,21.76129913,,4859.0,Transit,2021.0
Kepler-1669 b,Kepler-1669,,2.78043818,9.51216,,4303.0,Transit,2020.0
Kepler-387 c,Kepler-387,,0.89,11.837549,,5774.0,Transit,2014.0
Kepler-164 e,Kepler-164,,4.24,94.886902,429.0,5888.0,Transit,2023.0
K2-230 b,K2-230,,1.96,2.86041,1529.0,5945.0,Transit,2018.0
Kepler-179 c,Kepler-179,,2.0,6.40013,,5302.0,Transit,2014.0
Kepler-1944 b,Kepler-1944,,2.75971163,9.842579842,,5585.0,Transit,2021.0
EPIC 220554210 c,K2-282,,1.6,0.70531,,5499.0,Transit,2019.0
Kepler-1356 b,Kepler-1356,,1.53,0.634002937,,5106.0,Transit,2016.0
mu2 Sco b,mu2 Sco,4576.7290608,,,,21700.0,Imaging,2022.0
Kepler-312 c,Kepler-312,,3.15,19.747412,,6115.0,Transit,2014.0
HD 178911 B b,HD 178911 B,,,71.484,,5588.0,Radial Velocity,2001.0
eps Ind A b,eps Ind A,2005.49724817,,,275.0,4760.0,Radial Velocity,2019.0
HD 43197 c,HD 43197,2500.67390628,,9295.9735,,,Radial Velocity,2022.0
Kepler-912 b,Kepler-912,,2.8,2.534756273,,5998.0,Transit,2016.0
Kepler-1489 c,Kepler-1489,,0.51,0.680741,,5565.53,Transit,2024.0
EPIC 201754305 d,K2-16,,1.03,2.71578,,,Transit,2019.0
Kepler-451 d,2MASS J19383260+4603591,,,43.0,,29564.0,Eclipse Timing Variations,2022.0
ups Leo b,ups Leo,,,385.2,,4836.0,Radial Velocity,2021.0
HD 224018 c,HD 224018,10.4,2.42,36.57669,641.0,5784.0,Transit,2025.0
HD 149143 b,HD 149143,,,4.07182,,5856.0,Radial Velocity,2005.0
Kepler-673 b,Kepler-673,,6.54,3.728731093,,5355.0,Transit,2016.0
HD 74156 b,HD 74156,,,51.63564,,,Radial Velocity,2003.0
Kepler-1315 c,Kepler-1315,,1.84398883,6.566060066,,4818.0,Transit,2021.0
Kepler-1739 b,Kepler-1739,,2.43056832,7.343709946,,5757.0,Transit,2021.0
HD 60532 c,HD 60532,,,600.1,,6245.0,Radial Velocity,2008.0
HD 86728 b,HD 86728,,,31.1515,,5610.0,Radial Velocity,2025.0
Kepler-850 b,Kepler-850,,1.78,7.19303878,,5932.0,Transit,2016.0
Kepler-1533 b,Kepler-1533,,3.46,308.5471,,6431.0,Transit,2016.0
TYC 3667-1280-1 b,TYC 3667-1280-1,,,26.468,1350.0,5130.0,Radial Velocity,2016.0
Kepler-1863 b,Kepler-1863,,2.26309256,44.99760056,,5871.0,Transit,2021.0
TYC 8998-760-1 c,TYC 8998-760-1,1906.98,12.3299,,1240.0,,Imaging,2020.0
Kepler-1889 b,Kepler-1889,,2.94360686,37.30369949,,5646.0,Transit,2021.0
HN Lib b,HN Lib,,,36.116,234.4,3347.0,Radial Velocity,2023.0
Kepler-1631 b,Kepler-1631,,1.35,4.09513932,,5679.0,Transit,2016.0
Kepler-421 b,Kepler-421,,4.16,704.1984,185.0,5308.0,Transit,2014.0
KOI-3680 b,KOI-3680,613.4119,11.09691,141.241671,347.0,5830.0,Transit,2018.0
Kepler-11 d,Kepler-11,7.3,3.12,22.6845,,5663.0,Transit,2010.0
Kepler-556 b,Kepler-556,,2.24,11.72292176,,5740.0,Transit,2016.0
K2-37 d,K2-37,12.5,2.31,14.09229,646.0,5352.0,Transit,2016.0
GJ 625 b,GJ 625,,,14.628,,3499.0,Radial Velocity,2017.0
KOI-1783.02,KOI-1783,15.0,5.44,284.215,,5922.0,Transit,2020.0
Kepler-2000 b,Kepler-2000,,2.73,6.383159135,530.0,3757.0,Transit,2023.0
HD 2952 b,HD 2952,,,312.08,,4853.0,Radial Velocity,2013.0
YZ Cet b,YZ Cet,,,2.02087,471.2,3151.0,Radial Velocity,2017.0
Kepler-146 b,Kepler-146,,3.71,31.158799,,5948.0,Transit,2014.0
HD 136925 b,HD 136925,,,4540.0,,5773.19,Radial Velocity,2021.0
Kepler-1389 b,Kepler-1389,,1.77,99.2530951,,5078.0,Transit,2016.0
GU Psc b,GU Psc,3591.3,14.179,,1050.0,,Imaging,2014.0
Kepler-202 c,Kepler-202,,1.85,16.282493,,4668.0,Transit,2014.0
LSPM J2116+0234 b,LSPM J2116+0234,,,14.4399,,3475.0,Radial Velocity,2019.0
Kepler-80 f,Kepler-80,,1.21,0.9867873,,4540.0,Transit,2016.0
HD 47186 c,HD 47186,,,1353.6,,,Radial Velocity,2008.0
HD 50499 c,HD 50499,,,8619.9,,6099.0,Radial Velocity,2019.0
GJ 251 b,GJ 251,,,14.237,336.0,3342.0,Radial Velocity,2020.0
HD 67087 b,HD 67087,,,352.2,,6330.0,Radial Velocity,2015.0
HD 28254 b,HD 28254,1207.7479466,,1333.0,,,Radial Velocity,2010.0
HD 82943 b,HD 82943,534.25,,441.47,,5935.0,Radial Velocity,2003.0
HD 89744 b,HD 89744,,,256.78,,6291.0,Radial Velocity,1999.0
HD 109246 b,HD 109246,,,68.27,,5844.0,Radial Velocity,2010.0
HIP 65407 c,HIP 65407,,,67.3,,5460.0,Radial Velocity,2016.0
HD 211403 b,HD 211403,,,223.8,380.0,6273.0,Radial Velocity,2021.0
iot Dra b,iot Dra,,,510.8544,,4504.0,Radial Velocity,2002.0
gam Lib c,gam Lib,,,966.49,,4879.0,Radial Velocity,2018.0
HD 112570 b,HD 112570,1086.97315194,,2615.0,,4750.0,Radial Velocity,2023.0
HD 153557 c,HD 153557,,,15.27018,,,Radial Velocity,2022.0
HD 154857 b,HD 154857,,,408.60001,,5589.0,Radial Velocity,2004.0
HD 159868 c,HD 159868,,,351.0,,5534.0,Radial Velocity,2012.0
Gl 725 A b,Gl 725 A,,,11.2201,,3433.0,Radial Velocity,2025.0
HD 196885 A b,HD 196885 A,,,1333.0,,6254.0,Radial Velocity,2007.0
Kepler-1067 c,Kepler-1067,,1.74682428,5.425839901,,5594.0,Transit,2021.0
Kepler-162 b,Kepler-162,,1.26,6.919798,,5816.0,Transit,2014.0
Kepler-184 b,Kepler-184,,2.36,10.687576,,5788.0,Transit,2014.0
Kepler-603 d,Kepler-603,,1.32,6.2171292,,5808.0,Transit,2016.0
HD 222582 b,HD 222582,,,572.38,,5790.0,Radial Velocity,1999.0
HD 41004 B b,HD 41004 B,,,1.3283,,,Radial Velocity,2003.0
K2-233 c,K2-233,4.6,1.272,7.06024,794.0,4796.0,Transit,2018.0
OGLE-2018-BLG-1428L b,OGLE-2018-BLG-1428L,240.0,,,,,Microlensing,2021.0
Kepler-149 d,Kepler-149,,3.96,160.018032,,5381.0,Transit,2014.0
Kepler-1122 b,Kepler-1122,,2.04,42.1917357,,5544.0,Transit,2016.0
HD 137496 c,HD 137496,,,479.9,370.0,5799.0,Radial Velocity,2021.0
HD 115404 A b,HD 115404 A,,,10.49488,,,Radial Velocity,2022.0
Kepler-436 c,Kepler-436,,2.33,16.79713874,,4685.0,Transit,2016.0
HD 102117 b,HD 102117,,,20.8133,,5655.0,Radial Velocity,2005.0
KMT-2019-BLG-0414L b,KMT-2019-BLG-0414L,1452.47581999,,,,,Microlensing,2022.0
KMT-2021-BLG-2478L b,KMT-2021-BLG-2478L,286.0455663,,,,,Microlensing,2023.0
Kepler-60 b,Kepler-60,4.19,1.71,7.1334,,5905.0,Transit,2012.0
Kepler-20 f,Kepler-20,1.4,0.952,19.578328,681.0,5495.0,Transit,2011.0
Kepler-58 c,Kepler-58,53.0,2.86,15.5741568,,5843.0,Transit,2012.0
Kepler-132 d,Kepler-132,,1.55,18.010199,,6003.0,Transit,2014.0
Kepler-1800 b,Kepler-1800,,0.99679734,4.562029839,,5343.0,Transit,2021.0
Kepler-1120 b,Kepler-1120,,1.38,2.949029052,,4904.0,Transit,2016.0
Kepler-1068 b,Kepler-1068,,3.63,16.92344113,,5806.0,Transit,2016.0
Kepler-1129 b,Kepler-1129,,2.96,24.3397804,,5831.0,Transit,2016.0
Kepler-366 b,Kepler-366,,1.46,3.281959,,6209.0,Transit,2014.0
Kepler-1131 b,Kepler-1131,,1.59,3.53232449,,5851.0,Transit,2016.0
Kepler-462 b,Kepler-462,53.9,3.0,84.6866,,7500.0,Transit,2016.0
Kepler-478 b,Kepler-478,,2.71,13.2217576,,5210.0,Transit,2016.0
Kepler-372 c,Kepler-372,,2.09,20.053763,,6509.0,Transit,2014.0
Kepler-1154 b,Kepler-1154,,2.34,5.1856142,,6327.0,Transit,2016.0
Kepler-1164 b,Kepler-1164,,1.12,3.97599768,,5183.0,Transit,2016.0
Kepler-1166 b,Kepler-1166,,1.69,33.2406882,,5446.0,Transit,2016.0
KOI-3503 b,KOI-3503,9.2,1.19,21.185,785.0,6001.0,Transit,2021.0
HIP 38594 b,HIP 38594,,,60.722,,,Radial Velocity,2020.0
HD 108874 b,HD 108874,,,394.48123,,5600.0,Radial Velocity,2002.0
Kepler-739 b,Kepler-739,,3.32,12.53248465,,5601.0,Transit,2016.0
Kepler-80 e,Kepler-80,4.13,1.6,4.64489,,4540.0,Transit,2014.0
Kepler-1906 b,Kepler-1906,,2.77615754,7.362689972,,5868.0,Transit,2021.0
Kepler-29 c,Kepler-29,4.5,2.34,13.28613,,5378.0,Transit,2011.0
K2-217 b,K2-217,,3.57854073,14.074524,,5967.0,Transit,2018.0
Kepler-748 b,Kepler-748,,2.52,7.40742793,,5934.0,Transit,2016.0
Kepler-376 c,Kepler-376,,1.79,14.172327,,5900.0,Transit,2014.0
Kepler-1175 b,Kepler-1175,,2.99,37.94563,,5453.0,Transit,2016.0
Kepler-1073 b,Kepler-1073,,2.3,8.67888593,,5792.0,Transit,2016.0
Kepler-122 b,Kepler-122,,2.34,5.766193,,6050.0,Transit,2014.0
Kepler-1094 b,Kepler-1094,,3.18,78.1000231,,6112.0,Transit,2016.0
Kepler-1798 b,Kepler-1798,,2.30911251,16.85589981,,3967.0,Transit,2021.0
Kepler-969 c,Kepler-969,,0.99,1.682934604,,5214.0,Transit,2016.0
Kepler-201 b,Kepler-201,,2.46,25.672083,,6065.0,Transit,2014.0
Kepler-178 c,Kepler-178,,2.88,20.552802,,5676.0,Transit,2014.0
K2-239 c,K2-239,,1.0,7.775,427.0,3420.0,Transit,2018.0
CoRoT-24 c,CoRoT-24,28.0,5.0,11.759,850.0,4950.0,Transit,2014.0
Kepler-1143 c,Kepler-1143,,3.6,210.630591,,5053.0,Transit,2016.0
Kepler-280 b,Kepler-280,,1.45,2.139542,,5744.0,Transit,2014.0
7 CMa b,7 CMa,,,735.1,,4826.0,Radial Velocity,2011.0
16 Cyg B b,16 Cyg B,,,798.5,,5750.0,Radial Velocity,1996.0
GJ 876 e,GJ 876,14.6,,124.26,,,Radial Velocity,2010.0
HD 102956 b,HD 102956,,,6.4947,,4985.0,Radial Velocity,2010.0
HD 108874 c,HD 108874,,,1624.0,,5551.0,Radial Velocity,2005.0
HD 125612 c,HD 125612,,,4.15466,,,Radial Velocity,2009.0
HD 1502 b,HD 1502,,,428.5,,4947.0,Radial Velocity,2011.0
HD 152581 b,HD 152581,,,686.5,,5027.0,Radial Velocity,2011.0
Kepler-825 c,Kepler-825,,1.84,8.1818246,,5976.0,Transit,2016.0
Kepler-1196 b,Kepler-1196,,2.23,66.1849031,,5756.0,Transit,2016.0
Kepler-138 b,Kepler-138,0.07,0.64,10.3134,452.0,3841.0,Transit,2014.0
Kepler-701 b,Kepler-701,,2.84,10.35533177,,5343.0,Transit,2016.0
Kepler-557 b,Kepler-557,,2.67,3.705989551,,6068.0,Transit,2016.0
Kepler-848 b,Kepler-848,,1.7,6.91134416,,5695.0,Transit,2016.0
HD 4113 b,HD 4113,,,526.5239,,,Radial Velocity,2007.0
HD 70642 b,HD 70642,,,2124.54,,5732.0,Radial Velocity,2003.0
HD 18742 b,HD 18742,,,766.0,,4940.0,Radial Velocity,2011.0
HD 204941 b,HD 204941,,,1733.0,,5026.0,Radial Velocity,2011.0
HD 28678 b,HD 28678,,,380.2,,4972.0,Radial Velocity,2011.0
HD 93083 b,HD 93083,,,143.58,,4995.0,Radial Velocity,2005.0
FU Tau b,FU Tau,5085.28,,,2375.0,2838.0,Imaging,2008.0
KOI-55 b,KOI-55,0.44,0.759,0.240104,,27730.0,Orbital Brightness Modulation,2011.0
HD 109271 c,HD 109271,,,30.93,,5783.0,Radial Velocity,2013.0
MOA-2010-BLG-073L b,MOA-2010-BLG-073L,3500.0,,,,,Microlensing,2012.0
GJ 667 C e,GJ 667 C,,,62.24,,3350.0,Radial Velocity,2013.0
GJ 667 C g,GJ 667 C,,,256.2,,3350.0,Radial Velocity,2013.0
Kepler-1847 b,Kepler-1847,,2.74516914,11.12969971,,6122.0,Transit,2021.0
KOI-2513.01,KOI-2513,7310.053361,2.80224517,19.00547,,5900.0,Transit,2023.0
Kepler-1270 b,Kepler-1270,,3.32,6.03356196,,5047.0,Transit,2016.0
Kepler-1853 b,Kepler-1853,,1.51862272,48.88819885,,4821.0,Transit,2021.0
Kepler-1686 b,Kepler-1686,,1.42553017,9.30987,,5714.96,Transit,2020.0
Kepler-172 b,Kepler-172,,2.35,2.940309,,5526.0,Transit,2014.0
Kepler-1531 b,Kepler-1531,,1.11,1.138543376,,6260.0,Transit,2016.0
Kepler-1527 b,Kepler-1527,,4.77,160.129918,,6224.0,Transit,2016.0
Kepler-362 b,Kepler-362,,0.88,10.327186,,5788.0,Transit,2014.0
Kepler-1801 c,Kepler-1801,,2.91,116.583183,371.0,5738.0,Transit,2023.0
Kepler-1539 b,Kepler-1539,,2.7,133.3036741,,5176.0,Transit,2016.0
K2-336 b,K2-336,,1.22,21.194733,569.0,5424.0,Transit,2021.0
Kepler-663 b,Kepler-663,,2.6,4.99678284,,5264.0,Transit,2016.0
Kepler-1676 b,Kepler-1676,,3.3769596,29.9221,,5878.3,Transit,2020.0
Kepler-1649 b,Kepler-1649,,1.017,8.689099,307.0,3240.0,Transit,2017.0
K2-323 b,K2-323,,2.1,24.93,318.0,3710.0,Transit,2020.0
HD 1666 b,HD 1666,,,270.0,,6317.0,Radial Velocity,2015.0
K2-5 c,K2-5,,2.26,10.93241,456.0,3930.0,Transit,2015.0
OGLE-2013-BLG-0341L B b,OGLE-2013-BLG-0341L B,1.66,,,,,Microlensing,2014.0
GJ 15 A b,GJ 15 A,,,11.4407,,3607.0,Radial Velocity,2014.0
KIC 10001893 c,KIC 10001893,,,0.32528,,27500.0,Orbital Brightness Modulation,2014.0
GJ 3341 b,GJ 3341,,,14.207,,3526.0,Radial Velocity,2015.0
HD 33844 b,HD 33844,,,551.40002,,4861.0,Radial Velocity,2015.0
K2-102 b,K2-102,,1.3,9.915615,,4695.0,Transit,2016.0
HD 17674 b,HD 17674,,,623.8,,5904.0,Radial Velocity,2017.0
HD 211810 b,HD 211810,,,1558.0,,5652.0,Radial Velocity,2018.0
GJ 317 c,GJ 317,,,6500.0,,3496.0,Radial Velocity,2018.0
Kepler-1860 b,Kepler-1860,,1.13863767,12.73719978,,5420.0,Transit,2021.0
Kepler-1287 b,Kepler-1287,,1.54,11.47685909,,5715.0,Transit,2016.0
Kepler-1652 b,Kepler-1652,,1.6,38.09722,268.0,3638.0,Transit,2017.0
Kepler-1304 b,Kepler-1304,,2.29,16.1288853,,5259.0,Transit,2016.0
Kepler-354 c,Kepler-354,,1.31,16.934402,,4648.0,Transit,2014.0
Kepler-602 b,Kepler-602,,2.09,15.28469497,,6062.0,Transit,2016.0
Kepler-245 b,Kepler-245,,2.57,7.49019,,5100.0,Transit,2014.0
Kepler-1210 b,Kepler-1210,,1.7,8.07124073,,5568.0,Transit,2016.0
Kepler-1565 b,Kepler-1565,,1.19,1.538188437,,4940.0,Transit,2016.0
Kepler-416 d,Kepler-416,,1.61,3.07644709,1253.0,5670.0,Transit,2023.0
PSR B1257+12 d,PSR B1257+12,3.9,,98.2114,,,Pulsar Timing,1992.0
PSR J1719-1438 b,PSR J1719-1438,382.8,,0.090706293,,4500.0,Pulsar Timing,2011.0
bet Pic b,bet Pic,3727.8093857,,8617.50952,,,Imaging,2008.0
gam Cep b,gam Cep,2097.6674862,,913.0,,4775.0,Radial Velocity,2003.0
GJ 876 b,GJ 876,723.2235,,61.1166,,,Radial Velocity,1998.0
HD 117207 b,HD 117207,,,2621.75,,5732.0,Radial Velocity,2004.0
Kepler-95 b,Kepler-95,13.0,3.42,11.5231,,5699.0,Transit,2014.0
Gl 378 b,Gl 378,,,3.822,830.0,3879.0,Radial Velocity,2019.0
OGLE-2018-BLG-0740L b,OGLE-2018-BLG-0740L,1500.0,,5480.0,,5912.0,Microlensing,2019.0
Kepler-843 b,Kepler-843,,2.59,2.053879821,,5830.0,Transit,2016.0
BD-11 4672 c,BD-11 4672,,,74.2,,4550.0,Radial Velocity,2020.0
HD 213472 b,HD 213472,,,17000.0,,5729.54,Radial Velocity,2021.0
HD 27969 b,HD 27969,,,654.5,261.0,5966.0,Radial Velocity,2021.0
Kepler-1347 b,Kepler-1347,,1.03,14.00947528,,5193.0,Transit,2016.0
Kepler-1876 b,Kepler-1876,2.4,0.853,6.99205,1299.0,6104.0,Transit,2021.0
Kepler-130 c,Kepler-130,,2.9,27.50868,683.0,5879.0,Transit,2014.0
Kepler-224 e,Kepler-224,,1.97,18.643577,,5018.0,Transit,2014.0
Kepler-1364 b,Kepler-1364,,2.15,13.32196237,,6805.0,Transit,2016.0
Kepler-46 b,Kepler-46,1907.0,9.057,33.60134,543.0,5155.0,Transit,2012.0
HD 125390 b,HD 125390,8646.20398403,,1757.39151,,,Radial Velocity,2019.0
HD 80869 b,HD 80869,1609.80088146,,1752.92067,,,Radial Velocity,2021.0
HD 111232 c,HD 111232,5740.93451564,,26472.44623,,,Radial Velocity,2022.0
HD 75898 c,HD 75898,2698.36317543,,6717.0,,6122.0,Radial Velocity,2024.0
HIP 97233 b,HIP 97233,6098.17364511,,1062.26506,,,Radial Velocity,2014.0
HD 97048 b,HD 97048,794.575,,,,10000.0,Disk Kinematics,2019.0
Kepler-281 c,Kepler-281,,5.31,36.337373,,5723.0,Transit,2014.0
OGLE-2011-BLG-0265L b,OGLE-2011-BLG-0265L,280.0,,,,,Microlensing,2015.0
OGLE-2016-BLG-1195L b,OGLE-2016-BLG-1195L,1.43,,,,,Microlensing,2017.0
OGLE-2014-BLG-1722L b,OGLE-2014-BLG-1722L,55.3,,,,,Microlensing,2018.0
HN Peg b,HN Peg,6991.57,11.7768,,,,Imaging,2006.0
HD 95086 b,HD 95086,1589.0,,,1000.0,,Imaging,2013.0
USco1621 b,USco1621 A,5085.28,,,2270.0,3460.0,Imaging,2019.0
